,Domain,Area,Element,Item,Year,Unit,Value,Crop,Rain_JAN,Rain_FEB,Rain_MAR,Rain_APR,Rain_MAY,Rain_JUN,Rain_JUL,Rain_AUG,Rain_SEP,Rain_OCT,Rain_NOV,Rain_DEC,Temp_ANNUAL,Temp_JAN-FEB,Temp_MAR-MAY,Temp_JUN-SEP,Temp_OCT-DEC
5053,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1968,ha,75000,nutmeg,29.4,19.8,27.5,32.6,46.7,149.6,309.9,212.8,129.5,67.1,21.8,12.6,23.94,18.25,25.62,27.22,21.69
5054,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1969,ha,74000,nutmeg,12.7,14.5,20.1,39.7,63.4,130.2,317.8,273.4,172.7,55.0,35.8,12.7,24.46,19.18,26.39,27.35,22.2
5055,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1970,ha,75000,nutmeg,23.2,27.3,25.9,29.2,69.7,215.9,245.6,313.0,212.7,75.3,15.7,1.6,24.26,19.56,26.39,27.06,21.55
5056,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1971,ha,76800,nutmeg,16.1,23.6,10.8,52.8,75.0,229.9,267.2,267.3,146.5,99.9,15.9,12.0,23.91,19.05,25.78,26.75,21.48
5057,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1972,ha,75900,nutmeg,10.3,27.6,21.6,37.1,55.3,123.3,204.0,219.5,127.5,65.7,31.4,23.7,24.1,18.57,25.78,27.27,21.88
5058,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1973,ha,75900,nutmeg,21.0,21.8,21.2,27.5,56.5,149.9,277.4,311.0,182.1,114.6,18.9,17.7,24.41,19.74,26.53,27.3,21.53
5059,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1974,ha,89200,nutmeg,16.1,12.9,20.5,33.7,64.2,122.0,283.6,232.5,145.3,101.6,10.7,12.1,24.0,18.54,26.24,27.02,21.38
5060,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1975,ha,99900,nutmeg,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,23.74,18.69,25.77,26.57,21.3
5061,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1976,ha,96900,nutmeg,11.5,24.5,25.5,36.3,45.4,160.3,294.1,294.0,144.2,33.0,55.0,7.6,24.07,18.87,25.61,26.87,22.25
5062,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1977,ha,95600,nutmeg,21.0,10.2,14.6,68.3,84.4,187.2,323.4,245.4,147.8,85.6,65.8,16.1,24.35,19.35,26.03,27.13,22.3
5063,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1978,ha,81900,nutmeg,12.3,27.0,44.2,33.1,60.2,208.8,290.0,282.0,161.9,49.1,49.9,18.8,24.24,18.95,25.94,27.12,22.22
5064,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1979,ha,89000,nutmeg,20.9,35.0,28.9,21.2,54.2,140.5,239.6,210.6,136.8,51.8,76.1,14.4,24.57,19.47,25.97,27.54,22.59
5065,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1980,ha,87700,nutmeg,12.8,22.3,32.5,34.6,55.3,227.8,295.0,263.8,145.7,49.3,24.2,19.0,24.55,19.64,26.58,27.26,22.17
5066,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1981,ha,100600,nutmeg,29.3,20.4,48.0,37.3,67.1,151.3,309.1,237.0,184.5,45.1,27.4,14.0,24.27,19.42,26.14,27.22,21.68
5067,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1982,ha,103300,nutmeg,23.8,24.2,45.7,49.8,59.0,137.8,230.8,276.9,124.9,51.7,46.0,13.9,24.15,19.14,25.41,27.31,22.02
5068,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1983,ha,112600,nutmeg,18.5,23.3,43.4,57.0,70.1,150.8,282.2,304.3,251.6,85.9,10.8,22.9,24.12,19.09,25.45,27.43,21.71
5069,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1984,ha,114400,nutmeg,19.0,35.9,22.8,45.3,60.4,192.3,291.9,256.5,144.6,61.0,15.7,15.3,24.26,18.85,26.51,27.1,21.82
5070,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1985,ha,117740,nutmeg,23.2,9.9,20.1,39.5,63.0,156.5,290.1,231.7,149.6,114.1,18.8,28.4,24.45,19.61,26.72,27.12,21.84
5071,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1986,ha,116270,nutmeg,15.5,36.6,29.9,50.0,49.4,182.6,264.2,228.3,128.4,74.7,49.6,28.4,24.2,19.12,25.94,27.17,21.9
5072,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1987,ha,118790,nutmeg,13.2,23.8,28.8,43.9,67.0,133.9,223.2,242.1,152.2,94.4,44.4,21.9,24.57,19.42,25.85,27.88,22.29
5073,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1988,ha,118340,nutmeg,10.4,28.7,53.7,41.7,70.4,161.8,374.8,295.3,217.7,53.6,16.2,17.8,24.42,19.7,26.24,27.22,22.0
5074,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1989,ha,121210,nutmeg,15.4,15.3,28.8,34.6,57.5,184.7,302.3,236.2,163.1,51.9,20.3,17.2,24.03,18.76,25.69,26.98,21.94
5075,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1990,ha,118160,nutmeg,16.0,44.2,54.0,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31.0,24.21,19.44,25.55,27.18,22.11
5076,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1991,ha,117720,nutmeg,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,24.28,19.21,26.02,27.32,21.87
5077,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1992,ha,96680,nutmeg,16.0,16.5,24.8,26.1,59.3,139.7,262.5,274.0,171.7,64.7,41.6,5.6,24.15,19.06,25.64,27.15,22.04
5078,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1993,ha,101110,nutmeg,18.2,25.6,41.6,27.0,71.3,172.1,305.4,203.2,208.5,87.9,30.5,16.5,24.43,19.61,25.98,27.34,22.21
5079,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1994,ha,100400,nutmeg,25.0,27.9,25.2,45.9,53.1,205.7,350.0,282.2,149.4,82.8,25.5,22.6,24.46,19.76,26.3,27.3,21.97
5080,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1995,ha,101500,nutmeg,31.3,29.4,28.3,32.4,82.4,143.3,323.4,269.0,179.0,78.0,36.8,9.2,25.29,20.33,26.94,28.07,23.19
5081,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1996,ha,99000,nutmeg,22.9,23.2,32.1,31.4,56.0,185.7,262.1,292.4,146.1,100.5,13.6,16.9,24.55,20.79,26.49,27.22,21.76
5082,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1997,ha,94300,nutmeg,14.3,10.4,30.3,46.0,48.6,171.7,281.5,261.9,151.4,61.1,57.6,48.3,24.1,18.87,25.69,27.6,21.89
5083,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1998,ha,85000,nutmeg,16.4,28.2,39.1,36.3,49.2,163.9,278.4,243.8,196.5,107.4,39.3,10.3,24.76,19.72,26.41,27.69,22.42
5084,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",1999,ha,84800,nutmeg,13.7,11.2,8.8,19.3,94.9,169.9,261.7,213.2,183.0,117.2,20.0,3.7,24.67,19.75,26.66,27.38,22.29
5085,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2000,ha,92400,nutmeg,18.4,28.2,17.9,34.7,71.6,179.0,263.5,221.1,134.5,41.9,14.6,10.0,24.6,19.33,26.47,27.23,22.68
5086,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2001,ha,91600,nutmeg,7.3,8.8,18.8,43.7,67.2,219.1,279.7,209.4,114.2,107.5,22.5,7.1,24.73,19.75,26.82,27.47,22.52
5087,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2002,ha,88500,nutmeg,15.7,20.3,21.5,38.3,63.3,180.1,146.2,262.5,151.2,59.5,18.2,5.1,25.0,19.65,27.22,27.71,22.58
5088,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2003,ha,95600,nutmeg,7.6,45.6,33.3,35.4,39.1,184.5,316.7,255.3,191.4,100.6,15.5,18.6,24.72,19.82,26.52,27.64,22.23
5089,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2004,ha,95200,nutmeg,25.7,8.8,11.4,59.0,88.9,158.7,242.1,248.7,124.6,92.2,15.8,4.6,24.74,19.93,27.06,27.33,22.24
5090,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2005,ha,95800,nutmeg,28.1,41.8,42.5,37.7,46.1,143.2,334.1,190.1,206.9,99.3,27.2,11.2,24.58,19.79,26.33,27.64,21.93
5091,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2006,ha,104000,nutmeg,17.7,11.9,35.6,32.7,75.0,141.8,287.6,281.3,178.6,51.8,34.6,13.1,25.06,21.33,26.52,27.4,22.66
5092,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2007,ha,81930,nutmeg,1.7,36.7,35.2,30.6,46.8,192.5,286.2,257.4,206.8,55.7,14.4,15.3,24.77,20.1,26.69,27.49,22.32
5093,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2008,ha,91990,nutmeg,18.4,19.3,41.2,29.5,43.7,202.0,245.0,265.8,165.1,51.6,25.5,11.0,24.61,19.16,26.46,27.26,22.87
5094,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2009,ha,90200,nutmeg,12.0,12.0,14.2,25.1,56.0,85.7,280.7,192.5,139.4,71.4,53.7,11.1,25.11,20.72,26.86,27.89,22.58
5095,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2010,ha,86700,nutmeg,7.5,17.0,14.0,39.0,73.8,138.1,300.7,274.7,197.7,69.0,61.4,22.7,25.13,20.19,27.83,27.5,22.6
5096,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2011,ha,89006,nutmeg,6.8,25.8,22.4,41.1,53.1,183.5,246.0,284.9,186.9,38.1,20.1,7.6,24.67,19.54,26.38,27.54,22.71
5097,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2012,ha,92000,nutmeg,26.5,12.7,11.3,47.5,31.7,117.8,250.2,262.4,193.5,58.7,30.7,11.7,24.69,19.34,26.55,27.71,22.35
5098,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2013,ha,95930,nutmeg,11.3,40.1,15.7,30.4,57.8,219.8,310.0,254.7,152.7,129.4,14.0,6.7,24.82,19.98,26.85,27.46,22.5
5099,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2014,ha,93000,nutmeg,19.2,27.4,36.1,22.2,72.9,95.4,261.2,237.5,188.0,60.2,14.4,10.7,24.73,19.58,26.24,27.88,22.47
5100,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2015,ha,92000,nutmeg,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19.0,24.91,20.12,26.29,27.73,22.99
5101,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2016,ha,107000,nutmeg,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261.0,169.2,76.0,29.2,19.7,25.15,22.25,28.86,28.44,24.2
5102,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2017,ha,108000,nutmeg,18.2,26.6,33.0,41.5,68.1,169.2,294.8,260.3,173.4,78.1,28.5,19.3,24.79,21.84,28.41,28.5,24.21
5103,Crops and livestock products,India,Area harvested,"Nutmeg, mace and cardamoms",2018,ha,108000,nutmeg,18.5,26.5,32.1,39.5,67.0,171.9,293.2,259.4,165.3,79.2,28.7,18.9,25.09,21.24,28.16,28.28,23.55
5104,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1961,hg/ha,600,nutmeg,26.1,34.8,26.0,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,24.0,18.98,26.11,27.06,21.17
5105,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1962,hg/ha,714,nutmeg,12.6,21.6,16.0,43.6,70.8,137.1,281.6,276.9,211.0,78.4,18.3,29.9,24.04,18.91,25.91,27.14,21.47
5106,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1963,hg/ha,702,nutmeg,6.8,9.8,41.7,50.6,60.9,168.0,258.6,316.7,164.9,99.1,28.4,15.5,24.15,19.07,25.57,27.21,22.04
5107,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1964,hg/ha,727,nutmeg,18.6,14.1,19.0,40.0,52.1,177.2,345.7,273.7,200.4,67.4,22.8,13.3,24.1,18.83,26.38,26.9,21.58
5108,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1965,hg/ha,702,nutmeg,11.8,28.1,26.7,45.1,52.7,116.1,270.1,192.8,129.5,34.0,18.2,22.2,24.07,19.22,25.24,27.08,22.1
5109,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1966,hg/ha,533,nutmeg,13.1,25.4,20.3,30.6,57.2,178.8,252.5,212.5,143.9,56.1,51.0,16.7,24.36,19.93,26.07,27.17,21.83
5110,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1967,hg/ha,411,nutmeg,11.1,14.2,63.3,29.5,42.8,144.0,305.6,264.3,170.3,40.6,12.1,56.1,24.11,19.44,25.55,27.19,21.68
5111,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1968,hg/ha,400,nutmeg,29.4,19.8,27.5,32.6,46.7,149.6,309.9,212.8,129.5,67.1,21.8,12.6,23.94,18.25,25.62,27.22,21.69
5112,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1969,hg/ha,405,nutmeg,12.7,14.5,20.1,39.7,63.4,130.2,317.8,273.4,172.7,55.0,35.8,12.7,24.46,19.18,26.39,27.35,22.2
5113,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1970,hg/ha,400,nutmeg,23.2,27.3,25.9,29.2,69.7,215.9,245.6,313.0,212.7,75.3,15.7,1.6,24.26,19.56,26.39,27.06,21.55
5114,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1971,hg/ha,469,nutmeg,16.1,23.6,10.8,52.8,75.0,229.9,267.2,267.3,146.5,99.9,15.9,12.0,23.91,19.05,25.78,26.75,21.48
5115,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1972,hg/ha,382,nutmeg,10.3,27.6,21.6,37.1,55.3,123.3,204.0,219.5,127.5,65.7,31.4,23.7,24.1,18.57,25.78,27.27,21.88
5116,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1973,hg/ha,422,nutmeg,21.0,21.8,21.2,27.5,56.5,149.9,277.4,311.0,182.1,114.6,18.9,17.7,24.41,19.74,26.53,27.3,21.53
5117,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1974,hg/ha,538,nutmeg,16.1,12.9,20.5,33.7,64.2,122.0,283.6,232.5,145.3,101.6,10.7,12.1,24.0,18.54,26.24,27.02,21.38
5118,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1975,hg/ha,521,nutmeg,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,23.74,18.69,25.77,26.57,21.3
5119,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1976,hg/ha,454,nutmeg,11.5,24.5,25.5,36.3,45.4,160.3,294.1,294.0,144.2,33.0,55.0,7.6,24.07,18.87,25.61,26.87,22.25
5120,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1977,hg/ha,471,nutmeg,21.0,10.2,14.6,68.3,84.4,187.2,323.4,245.4,147.8,85.6,65.8,16.1,24.35,19.35,26.03,27.13,22.3
5121,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1978,hg/ha,623,nutmeg,12.3,27.0,44.2,33.1,60.2,208.8,290.0,282.0,161.9,49.1,49.9,18.8,24.24,18.95,25.94,27.12,22.22
5122,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1979,hg/ha,596,nutmeg,20.9,35.0,28.9,21.2,54.2,140.5,239.6,210.6,136.8,51.8,76.1,14.4,24.57,19.47,25.97,27.54,22.59
5123,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1980,hg/ha,627,nutmeg,12.8,22.3,32.5,34.6,55.3,227.8,295.0,263.8,145.7,49.3,24.2,19.0,24.55,19.64,26.58,27.26,22.17
5124,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1981,hg/ha,934,nutmeg,29.3,20.4,48.0,37.3,67.1,151.3,309.1,237.0,184.5,45.1,27.4,14.0,24.27,19.42,26.14,27.22,21.68
5125,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1982,hg/ha,779,nutmeg,23.8,24.2,45.7,49.8,59.0,137.8,230.8,276.9,124.9,51.7,46.0,13.9,24.15,19.14,25.41,27.31,22.02
5126,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1983,hg/ha,790,nutmeg,18.5,23.3,43.4,57.0,70.1,150.8,282.2,304.3,251.6,85.9,10.8,22.9,24.12,19.09,25.45,27.43,21.71
5127,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1984,hg/ha,813,nutmeg,19.0,35.9,22.8,45.3,60.4,192.3,291.9,256.5,144.6,61.0,15.7,15.3,24.26,18.85,26.51,27.1,21.82
5128,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1985,hg/ha,851,nutmeg,23.2,9.9,20.1,39.5,63.0,156.5,290.1,231.7,149.6,114.1,18.8,28.4,24.45,19.61,26.72,27.12,21.84
5129,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1986,hg/ha,835,nutmeg,15.5,36.6,29.9,50.0,49.4,182.6,264.2,228.3,128.4,74.7,49.6,28.4,24.2,19.12,25.94,27.17,21.9
5130,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1987,hg/ha,780,nutmeg,13.2,23.8,28.8,43.9,67.0,133.9,223.2,242.1,152.2,94.4,44.4,21.9,24.57,19.42,25.85,27.88,22.29
5131,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1988,hg/ha,723,nutmeg,10.4,28.7,53.7,41.7,70.4,161.8,374.8,295.3,217.7,53.6,16.2,17.8,24.42,19.7,26.24,27.22,22.0
5132,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1989,hg/ha,835,nutmeg,15.4,15.3,28.8,34.6,57.5,184.7,302.3,236.2,163.1,51.9,20.3,17.2,24.03,18.76,25.69,26.98,21.94
5133,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1990,hg/ha,809,nutmeg,16.0,44.2,54.0,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31.0,24.21,19.44,25.55,27.18,22.11
5134,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1991,hg/ha,809,nutmeg,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,24.28,19.21,26.02,27.32,21.87
5135,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1992,hg/ha,953,nutmeg,16.0,16.5,24.8,26.1,59.3,139.7,262.5,274.0,171.7,64.7,41.6,5.6,24.15,19.06,25.64,27.15,22.04
5136,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1993,hg/ha,1075,nutmeg,18.2,25.6,41.6,27.0,71.3,172.1,305.4,203.2,208.5,87.9,30.5,16.5,24.43,19.61,25.98,27.34,22.21
5137,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1994,hg/ha,1066,nutmeg,25.0,27.9,25.2,45.9,53.1,205.7,350.0,282.2,149.4,82.8,25.5,22.6,24.46,19.76,26.3,27.3,21.97
5138,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1995,hg/ha,1153,nutmeg,31.3,29.4,28.3,32.4,82.4,143.3,323.4,269.0,179.0,78.0,36.8,9.2,25.29,20.33,26.94,28.07,23.19
5139,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1996,hg/ha,1273,nutmeg,22.9,23.2,32.1,31.4,56.0,185.7,262.1,292.4,146.1,100.5,13.6,16.9,24.55,20.79,26.49,27.22,21.76
5140,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1997,hg/ha,1241,nutmeg,14.3,10.4,30.3,46.0,48.6,171.7,281.5,261.9,151.4,61.1,57.6,48.3,24.1,18.87,25.69,27.6,21.89
5141,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1998,hg/ha,1059,nutmeg,16.4,28.2,39.1,36.3,49.2,163.9,278.4,243.8,196.5,107.4,39.3,10.3,24.76,19.72,26.41,27.69,22.42
5142,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",1999,hg/ha,1262,nutmeg,13.7,11.2,8.8,19.3,94.9,169.9,261.7,213.2,183.0,117.2,20.0,3.7,24.67,19.75,26.66,27.38,22.29
5143,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2000,hg/ha,1569,nutmeg,18.4,28.2,17.9,34.7,71.6,179.0,263.5,221.1,134.5,41.9,14.6,10.0,24.6,19.33,26.47,27.23,22.68
5144,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2001,hg/ha,1659,nutmeg,7.3,8.8,18.8,43.7,67.2,219.1,279.7,209.4,114.2,107.5,22.5,7.1,24.73,19.75,26.82,27.47,22.52
5145,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2002,hg/ha,1740,nutmeg,15.7,20.3,21.5,38.3,63.3,180.1,146.2,262.5,151.2,59.5,18.2,5.1,25.0,19.65,27.22,27.71,22.58
5146,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2003,hg/ha,1747,nutmeg,7.6,45.6,33.3,35.4,39.1,184.5,316.7,255.3,191.4,100.6,15.5,18.6,24.72,19.82,26.52,27.64,22.23
5147,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2004,hg/ha,1775,nutmeg,25.7,8.8,11.4,59.0,88.9,158.7,242.1,248.7,124.6,92.2,15.8,4.6,24.74,19.93,27.06,27.33,22.24
5148,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2005,hg/ha,1858,nutmeg,28.1,41.8,42.5,37.7,46.1,143.2,334.1,190.1,206.9,99.3,27.2,11.2,24.58,19.79,26.33,27.64,21.93
5149,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2006,hg/ha,1635,nutmeg,17.7,11.9,35.6,32.7,75.0,141.8,287.6,281.3,178.6,51.8,34.6,13.1,25.06,21.33,26.52,27.4,22.66
5150,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2007,hg/ha,1666,nutmeg,1.7,36.7,35.2,30.6,46.8,192.5,286.2,257.4,206.8,55.7,14.4,15.3,24.77,20.1,26.69,27.49,22.32
5151,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2008,hg/ha,1680,nutmeg,18.4,19.3,41.2,29.5,43.7,202.0,245.0,265.8,165.1,51.6,25.5,11.0,24.61,19.16,26.46,27.26,22.87
5152,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2009,hg/ha,1743,nutmeg,12.0,12.0,14.2,25.1,56.0,85.7,280.7,192.5,139.4,71.4,53.7,11.1,25.11,20.72,26.86,27.89,22.58
5153,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2010,hg/ha,1811,nutmeg,7.5,17.0,14.0,39.0,73.8,138.1,300.7,274.7,197.7,69.0,61.4,22.7,25.13,20.19,27.83,27.5,22.6
5154,Crops and livestock products,India,Yield,"Nutmeg, mace and cardamoms",2011,hg/ha,1777,nutmeg,6.8,25.8,22.4,41.1,53.1,183.5,246.0,284.9,186.9,38.1,20.1,7.6,24.67,19.54,26.38,27.54,22.71
